kod_origin,kod_dest,gmina_dest,no,gmina_origin
3024074,3016015,Oborniki,14,Szamotuły
3024074,3016025,Rogoźno,3,Szamotuły
3024074,3021011,Luboń,3,Szamotuły
3024074,3021132,Rokietnica,7,Szamotuły
3024074,3021172,Tarnowo Podgórne,4,Szamotuły
3024074,3024011,Obrzycko,3,Szamotuły
3024074,3024032,Kaźmierz,12,Szamotuły
3024074,3024042,Obrzycko,15,Szamotuły
3024074,3024054,Ostroróg,3,Szamotuły
3024074,3024055,Ostroróg,6,Szamotuły
3024074,3024075,Szamotuły,75,Szamotuły
3024074,3024085,Wronki,4,Szamotuły
3024074,3064029,Poznań-Grunwald,4,Szamotuły
3024074,3064039,Poznań-Jeżyce,3,Szamotuły
3024074,3064049,Poznań-Nowe Miasto,5,Szamotuły
3024074,3064059,Poznań-Stare Miasto,7,Szamotuły
3024074,3064069,Poznań-Wilda,4,Szamotuły
3024075,3011024,Czempiń,4,Szamotuły
3024075,3016015,Oborniki,7,Szamotuły
3024075,3021132,Rokietnica,6,Szamotuły
3024075,3024022,Duszniki,4,Szamotuły
3024075,3024032,Kaźmierz,13,Szamotuły
3024075,3024042,Obrzycko,6,Szamotuły
3024075,3024074,Szamotuły,29,Szamotuły
3024075,3024085,Wronki,9,Szamotuły
3024075,3064059,Poznań-Stare Miasto,7,Szamotuły
3024084,2861011,M. Elbląg,3,Wronki
3024084,3002052,Lubasz,6,Wronki
3024084,3021132,Rokietnica,3,Wronki
3024084,3021172,Tarnowo Podgórne,5,Wronki
3024084,3024032,Kaźmierz,5,Wronki
3024084,3024065,Pniewy,4,Wronki
3024084,3024074,Szamotuły,8,Wronki
3024084,3024085,Wronki,61,Wronki
3024085,0803024,Międzyrzecz,3,Wronki
3024085,3014012,Chrzypsko Wielkie,4,Wronki
3024085,3014045,Sieraków,4,Wronki
3024085,3019011,Piła,4,Wronki
3024085,3021052,Dopiewo,3,Wronki
3024085,3021072,Komorniki,3,Wronki
3024085,3024032,Kaźmierz,3,Wronki
3024085,3024042,Obrzycko,5,Wronki
3024085,3024054,Ostroróg,4,Wronki
3024085,3024055,Ostroróg,8,Wronki
3024085,3024074,Szamotuły,6,Wronki
3024085,3024075,Szamotuły,5,Wronki
3024085,3024084,Wronki,18,Wronki
3024085,3064029,Poznań-Grunwald,4,Wronki
3025012,3025044,Środa Wielkopolska,6,Dominowo
3025012,3025045,Środa Wielkopolska,6,Dominowo
3025012,3062011,M. Konin,3,Dominowo
3025022,3025044,Środa Wielkopolska,10,Krzykosy
3025022,3025045,Środa Wielkopolska,6,Krzykosy
3025022,3025052,Zaniemyśl,4,Krzykosy
3025022,3030025,Miłosław,17,Krzykosy
3025022,3030054,Września,3,Krzykosy
3025022,3218045,Resko,3,Krzykosy
3025032,3006015,Jaraczewo,3,Nowe Miasto nad Wartą
3025032,3006024,Jarocin,9,Nowe Miasto nad Wartą
3025032,3006025,Jarocin,9,Nowe Miasto nad Wartą
3025032,3006044,Żerków,5,Nowe Miasto nad Wartą
3025032,3006045,Żerków,8,Nowe Miasto nad Wartą
3025032,3021095,Kórnik,4,Nowe Miasto nad Wartą
3025032,3025044,Środa Wielkopolska,12,Nowe Miasto nad Wartą
3025032,3025045,Środa Wielkopolska,3,Nowe Miasto nad Wartą
3025032,3026034,Książ Wielkopolski,3,Nowe Miasto nad Wartą
3025032,3026035,Książ Wielkopolski,3,Nowe Miasto nad Wartą
3025032,3064039,Poznań-Jeżyce,3,Nowe Miasto nad Wartą
3025044,0264029,Wrocław-Fabryczna,3,Środa Wielkopolska
3025044,0610035,Łęczna,4,Środa Wielkopolska
3025044,3021095,Kórnik,8,Środa Wielkopolska
3025044,3021165,Swarzędz,3,Środa Wielkopolska
3025044,3021172,Tarnowo Podgórne,3,Środa Wielkopolska
3025044,3025012,Dominowo,7,Środa Wielkopolska
3025044,3025022,Krzykosy,30,Środa Wielkopolska
3025044,3025032,Nowe Miasto nad Wartą,4,Środa Wielkopolska
3025044,3025045,Środa Wielkopolska,70,Środa Wielkopolska
3025044,3025052,Zaniemyśl,12,Środa Wielkopolska
3025044,3030025,Miłosław,4,Środa Wielkopolska
3025044,3030055,Września,4,Środa Wielkopolska
3025044,3064029,Poznań-Grunwald,3,Środa Wielkopolska
3025044,3064049,Poznań-Nowe Miasto,3,Środa Wielkopolska
3025044,3064059,Poznań-Stare Miasto,4,Środa Wielkopolska
3025044,3064069,Poznań-Wilda,5,Środa Wielkopolska
3025045,3021095,Kórnik,3,Środa Wielkopolska
3025045,3025012,Dominowo,13,Środa Wielkopolska
3025045,3025044,Środa Wielkopolska,38,Środa Wielkopolska
3025045,3026044,Śrem,4,Środa Wielkopolska
3025045,3027011,Turek,4,Środa Wielkopolska
3025045,3030035,Nekla,6,Środa Wielkopolska
3025045,3030045,Pyzdry,3,Środa Wielkopolska
3025045,3064029,Poznań-Grunwald,5,Środa Wielkopolska
3025052,3021095,Kórnik,8,Zaniemyśl
3025052,3025022,Krzykosy,7,Zaniemyśl
3025052,3025044,Środa Wielkopolska,15,Zaniemyśl
3025052,3025045,Środa Wielkopolska,5,Zaniemyśl
3025052,3026045,Śrem,6,Zaniemyśl
3025052,3064029,Poznań-Grunwald,4,Zaniemyśl
3026012,3004015,Borek Wielkopolski,3,Brodnica
3026012,3005045,Rakoniewice,3,Brodnica
3026012,3011024,Czempiń,4,Brodnica
3026012,3021104,Mosina,4,Brodnica
3026012,3026025,Dolsk,6,Brodnica
3026012,3026044,Śrem,8,Brodnica
3026012,3064059,Poznań-Stare Miasto,3,Brodnica
3026024,3026025,Dolsk,9,Dolsk
3026024,3026045,Śrem,4,Dolsk
3026025,3004025,Gostyń,4,Dolsk
3026025,3021095,Kórnik,4,Dolsk
3026025,3026035,Książ Wielkopolski,3,Dolsk
3026025,3026044,Śrem,8,Dolsk
3026025,3026045,Śrem,15,Dolsk
3026034,3006024,Jarocin,3,Książ Wielkopolski
3026034,3025032,Nowe Miasto nad Wartą,3,Książ Wielkopolski
3026034,3026035,Książ Wielkopolski,16,Książ Wielkopolski
3026034,3026044,Śrem,3,Książ Wielkopolski
3026034,3026045,Śrem,4,Książ Wielkopolski
3026035,3006024,Jarocin,3,Książ Wielkopolski
3026035,3025032,Nowe Miasto nad Wartą,12,Książ Wielkopolski
3026035,3025044,Środa Wielkopolska,3,Książ Wielkopolski
3026035,3026024,Dolsk,4,Książ Wielkopolski
3026035,3026025,Dolsk,3,Książ Wielkopolski
3026035,3026034,Książ Wielkopolski,16,Książ Wielkopolski
3026035,3026044,Śrem,11,Książ Wielkopolski
3026035,3026045,Śrem,6,Książ Wielkopolski
3026044,0225052,Sulików,3,Śrem
3026044,0862011,M. Zielona Góra,3,Śrem
3026044,1805072,Nowy Żmigród,3,Śrem
3026044,2606025,Iwaniska,3,Śrem
3026044,3006025,Jarocin,4,Śrem
3026044,3015044,Nowy Tomyśl,4,Śrem
3026044,3021052,Dopiewo,3,Śrem
3026044,3021085,Kostrzyn,5,Śrem
3026044,3021094,Kórnik,3,Śrem
3026044,3021095,Kórnik,15,Śrem
3026044,3021105,Mosina,3,Śrem
3026044,3021132,Rokietnica,4,Śrem
3026044,3021172,Tarnowo Podgórne,5,Śrem
3026044,3025032,Nowe Miasto nad Wartą,3,Śrem
3026044,3025052,Zaniemyśl,5,Śrem
3026044,3026012,Brodnica,17,Śrem
3026044,3026024,Dolsk,7,Śrem
3026044,3026025,Dolsk,17,Śrem
3026044,3026035,Książ Wielkopolski,18,Śrem
3026044,3026045,Śrem,320,Śrem
3026044,3064029,Poznań-Grunwald,8,Śrem
3026044,3064039,Poznań-Jeżyce,7,Śrem
3026044,3064049,Poznań-Nowe Miasto,14,Śrem
3026044,3064059,Poznań-Stare Miasto,3,Śrem
3026044,3261011,M. Koszalin,4,Śrem
3026045,3004035,Krobia,3,Śrem
3026045,3006024,Jarocin,5,Śrem
3026045,3011045,Krzywiń,9,Śrem
3026045,3021095,Kórnik,10,Śrem
3026045,3021152,Suchy Las,3,Śrem
3026045,3021172,Tarnowo Podgórne,3,Śrem
3026045,3026012,Brodnica,5,Śrem
3026045,3026024,Dolsk,4,Śrem
3026045,3026025,Dolsk,8,Śrem
3026045,3026035,Książ Wielkopolski,11,Śrem
3026045,3026044,Śrem,67,Śrem
3026045,3064039,Poznań-Jeżyce,4,Śrem
3026045,3064049,Poznań-Nowe Miasto,7,Śrem
3027011,0223012,Czernica,4,Turek
3027011,0264029,Wrocław-Fabryczna,4,Turek
3027011,0264059,Wrocław-Stare Miasto,3,Turek
3027011,1061029,Łódź-Bałuty,3,Turek
3027011,1061039,Łódź-Górna,4,Turek
3027011,1061049,Łódź-Polesie,4,Turek
3027011,1465198,Żoliborz,3,Turek
3027011,2461011,M. Bielsko-Biała,3,Turek
3027011,3010112,Stare Miasto,4,Turek
3027011,3021052,Dopiewo,7,Turek
3027011,3021105,Mosina,3,Turek
3027011,3021124,Pobiedziska,3,Turek
3027011,3021165,Swarzędz,3,Turek
3027011,3025012,Dominowo,3,Turek
3027011,3027035,Dobra,10,Turek
3027011,3027042,Kawęczyn,5,Turek
3027011,3027052,Malanów,6,Turek
3027011,3027062,Przykona,15,Turek
3027011,3027075,Tuliszków,4,Turek
3027011,3027082,Turek,107,Turek
3027011,3027092,Władysławów,13,Turek
3027011,3062011,M. Konin,4,Turek
3027011,3063011,M. Leszno,3,Turek
3027011,3064029,Poznań-Grunwald,8,Turek
3027011,3064039,Poznań-Jeżyce,4,Turek
3027011,3064049,Poznań-Nowe Miasto,5,Turek
3027011,3064059,Poznań-Stare Miasto,10,Turek
3027011,3262011,M. Szczecin,3,Turek
3027022,3010032,Kazimierz Biskupi,3,Brudzew
3027022,3027011,Turek,11,Brudzew
3027022,3027075,Tuliszków,4,Brudzew
3027022,3027082,Turek,4,Brudzew
3027034,3027035,Dobra,5,Dobra
3027034,3027082,Turek,3,Dobra
3027035,3027011,Turek,6,Dobra
3027035,3027034,Dobra,3,Dobra
3027035,3027062,Przykona,6,Dobra
3027042,0220035,Trzebnica,4,Kawęczyn
3027042,3027011,Turek,8,Kawęczyn
3027042,3027082,Turek,7,Kawęczyn
3027052,3021085,Kostrzyn,3,Malanów
3027052,3021104,Mosina,3,Malanów
3027052,3027011,Turek,14,Malanów
3027052,3027042,Kawęczyn,8,Malanów
3027052,3027082,Turek,12,Malanów
3027052,3061011,M. Kalisz,3,Malanów
3027062,1011045,Uniejów,3,Przykona
3027062,3027011,Turek,5,Przykona
3027062,3027035,Dobra,7,Przykona
3027062,3027042,Kawęczyn,3,Przykona
3027062,3027082,Turek,8,Przykona
3027074,3009052,Grzegorzew,4,Tuliszków
3027074,3010112,Stare Miasto,6,Tuliszków
3027074,3027075,Tuliszków,10,Tuliszków
3027074,3027082,Turek,4,Tuliszków
3027074,3062011,M. Konin,5,Tuliszków
3027075,1061049,Łódź-Polesie,3,Tuliszków
3027075,3009065,Kłodawa,3,Tuliszków
3027075,3010082,Rzgów,3,Tuliszków
3027075,3010112,Stare Miasto,6,Tuliszków
3027075,3021095,Kórnik,3,Tuliszków
3027075,3027011,Turek,12,Tuliszków
3027075,3027052,Malanów,9,Tuliszków
3027075,3027082,Turek,9,Tuliszków
3027075,3027092,Władysławów,9,Tuliszków
3027075,3062011,M. Konin,5,Tuliszków
3027082,0264039,Wrocław-Krzyki,3,Turek
3027082,0463011,M. Toruń,4,Turek
3027082,3009082,Kościelec,3,Turek
3027082,3015012,Kuślin,3,Turek
3027082,3021165,Swarzędz,3,Turek
3027082,3027011,Turek,32,Turek
3027082,3027042,Kawęczyn,5,Turek
3027082,3027052,Malanów,6,Turek
3027082,3027062,Przykona,4,Turek
3027082,3027075,Tuliszków,4,Turek
3027082,3027092,Władysławów,4,Turek
3027092,3023022,Lądek,3,Władysławów
3027092,3027011,Turek,8,Władysławów
3027092,3027082,Turek,4,Władysławów
3027092,3062011,M. Konin,5,Władysławów
3028011,0265011,M. Wałbrzych,3,Wągrowiec
3028011,0807045,Sulęcin,3,Wągrowiec
3028011,3003011,Gniezno,7,Wągrowiec
3028011,3016014,Oborniki,5,Wągrowiec
3028011,3016024,Rogoźno,3,Wągrowiec
3028011,3016025,Rogoźno,6,Wągrowiec
3028011,3021052,Dopiewo,3,Wągrowiec
3028011,3021072,Komorniki,5,Wągrowiec
3028011,3021095,Kórnik,3,Wągrowiec
3028011,3021132,Rokietnica,5,Wągrowiec
3028011,3028022,Damasławek,11,Wągrowiec
3028011,3028034,Gołańcz,3,Wągrowiec
3028011,3028035,Gołańcz,3,Wągrowiec
3028011,3028042,Mieścisko,5,Wągrowiec
3028011,3028055,Skoki,3,Wągrowiec
3028011,3028062,Wapno,5,Wągrowiec
3028011,3028072,Wągrowiec,121,Wągrowiec
3028011,3064029,Poznań-Grunwald,7,Wągrowiec
3028011,3064039,Poznań-Jeżyce,3,Wągrowiec
3028011,3064049,Poznań-Nowe Miasto,3,Wągrowiec
3028011,3064059,Poznań-Stare Miasto,10,Wągrowiec
3028022,3028011,Wągrowiec,13,Damasławek
3028022,3028055,Skoki,3,Damasławek
3028022,3028062,Wapno,6,Damasławek
3028022,3028072,Wągrowiec,13,Damasławek
3028034,0403052,Nowa Wieś Wielka,3,Gołańcz
3028034,0410015,Kcynia,5,Gołańcz
3028034,3028011,Wągrowiec,16,Gołańcz
3028034,3028035,Gołańcz,11,Gołańcz
3028034,3028072,Wągrowiec,3,Gołańcz
3028035,3001044,Margonin,3,Gołańcz
3028035,3001054,Szamocin,3,Gołańcz
3028035,3001055,Szamocin,3,Gołańcz
3028035,3028011,Wągrowiec,13,Gołańcz
3028035,3028034,Gołańcz,7,Gołańcz
3028035,3028062,Wapno,3,Gołańcz
3028035,3028072,Wągrowiec,5,Gołańcz
3028042,3003055,Kłecko,4,Mieścisko
3028042,3016024,Rogoźno,5,Mieścisko
3028042,3028011,Wągrowiec,11,Mieścisko
3028042,3028054,Skoki,6,Mieścisko
3028042,3028072,Wągrowiec,3,Mieścisko
3028042,3064049,Poznań-Nowe Miasto,3,Mieścisko
3028054,3021152,Suchy Las,5,Skoki
3028054,3028011,Wągrowiec,4,Skoki
3028054,3028034,Gołańcz,5,Skoki
3028054,3028055,Skoki,20,Skoki
3028055,0418085,Izbica Kujawska,4,Skoki
3028055,3021011,Luboń,3,Skoki
3028055,3021152,Suchy Las,4,Skoki
3028055,3028011,Wągrowiec,8,Skoki
3028055,3028042,Mieścisko,3,Skoki
3028055,3028054,Skoki,22,Skoki
3028055,3028072,Wągrowiec,7,Skoki
3028062,3028011,Wągrowiec,11,Wapno
3028062,3028022,Damasławek,5,Wapno
3028062,3028072,Wągrowiec,3,Wapno
3028072,3016024,Rogoźno,3,Wągrowiec
3028072,3028011,Wągrowiec,62,Wągrowiec
3028072,3028022,Damasławek,5,Wągrowiec
3028072,3028054,Skoki,4,Wągrowiec
3028072,3028055,Skoki,4,Wągrowiec
3028072,3064049,Poznań-Nowe Miasto,5,Wągrowiec
3028072,3064059,Poznań-Stare Miasto,3,Wągrowiec
3029012,0808042,Szczaniec,3,Przemęt
3029012,0812015,Sława,4,Przemęt
3029012,0862011,M. Zielona Góra,3,Przemęt
3029012,3005024,Grodzisk Wielkopolski,7,Przemęt
3029012,3011032,Kościan,3,Przemęt
3029012,3011054,Śmigiel,5,Przemęt
3029012,3011055,Śmigiel,3,Przemęt
3029012,3013072,Włoszakowice,12,Przemęt
3029012,3029034,Wolsztyn,4,Przemęt
3029012,3029035,Wolsztyn,15,Przemęt
3029012,3063011,M. Leszno,9,Przemęt
3029022,0804011,Nowa Sól,5,Siedlec
3029022,0809014,Babimost,4,Siedlec
3029022,0809044,Kargowa,8,Siedlec
3029022,0862011,M. Zielona Góra,5,Siedlec
3029022,3005045,Rakoniewice,4,Siedlec
3029022,3015045,Nowy Tomyśl,4,Siedlec
3029022,3015064,Zbąszyń,10,Siedlec
3029022,3015065,Zbąszyń,4,Siedlec
3029022,3021132,Rokietnica,3,Siedlec
3029022,3029012,Przemęt,5,Siedlec
3029022,3029034,Wolsztyn,15,Siedlec
3029022,3029035,Wolsztyn,21,Siedlec
3029034,0861011,M. Gorzów Wielkopolski,3,Wolsztyn
3029034,0862011,M. Zielona Góra,3,Wolsztyn
3029034,1261011,M. Kraków,3,Wolsztyn
3029034,3005044,Rakoniewice,5,Wolsztyn
3029034,3005045,Rakoniewice,11,Wolsztyn
3029034,3015045,Nowy Tomyśl,6,Wolsztyn
3029034,3021062,Kleszczewo,3,Wolsztyn
3029034,3021072,Komorniki,3,Wolsztyn
3029034,3024032,Kaźmierz,5,Wolsztyn
3029034,3029022,Siedlec,12,Wolsztyn
3029034,3029035,Wolsztyn,85,Wolsztyn
3029034,3064029,Poznań-Grunwald,3,Wolsztyn
3029035,0804011,Nowa Sól,3,Wolsztyn
3029035,0804082,Siedlisko,3,Wolsztyn
3029035,0808064,Zbąszynek,3,Wolsztyn
3029035,0809044,Kargowa,7,Wolsztyn
3029035,0809065,Sulechów,3,Wolsztyn
3029035,0809072,Świdnica,3,Wolsztyn
3029035,0861011,M. Gorzów Wielkopolski,3,Wolsztyn
3029035,0862011,M. Zielona Góra,9,Wolsztyn
3029035,1803072,Żyraków,4,Wolsztyn
3029035,3005045,Rakoniewice,10,Wolsztyn
3029035,3029012,Przemęt,4,Wolsztyn
3029035,3029022,Siedlec,17,Wolsztyn
3029035,3029034,Wolsztyn,29,Wolsztyn
3030012,1209042,Pcim,3,Kołaczkowo
3030012,3023072,Strzałkowo,3,Kołaczkowo
3030012,3030025,Miłosław,7,Kołaczkowo
3030012,3030044,Pyzdry,9,Kołaczkowo
3030012,3030054,Września,17,Kołaczkowo
3030012,3030055,Września,30,Kołaczkowo
3030024,3025044,Środa Wielkopolska,5,Miłosław
3030024,3030025,Miłosław,3,Miłosław
3030024,3030054,Września,4,Miłosław
3030024,3030055,Września,11,Miłosław
3030025,3025022,Krzykosy,3,Miłosław
3030025,3025032,Nowe Miasto nad Wartą,3,Miłosław
3030025,3025044,Środa Wielkopolska,3,Miłosław
3030025,3030024,Miłosław,6,Miłosław
3030025,3030045,Pyzdry,4,Miłosław
3030025,3030054,Września,12,Miłosław
3030025,3030055,Września,6,Miłosław
3030034,3003094,Trzemeszno,4,Nekla
3030034,3021072,Komorniki,4,Nekla
3030034,3030035,Nekla,12,Nekla
3030034,3030054,Września,11,Nekla
3030034,3030055,Września,3,Nekla
3030034,3064049,Poznań-Nowe Miasto,5,Nekla
3030035,3003025,Czerniejewo,3,Nekla
3030035,3021084,Kostrzyn,3,Nekla
3030035,3025012,Dominowo,3,Nekla
3030035,3030054,Września,7,Nekla
3030035,3030055,Września,5,Nekla
3030044,3023022,Lądek,3,Pyzdry
3030044,3030045,Pyzdry,6,Pyzdry
3030044,3030054,Września,8,Pyzdry
3030044,3062011,M. Konin,5,Pyzdry
3030044,3064059,Poznań-Stare Miasto,4,Pyzdry
3030044,3064069,Poznań-Wilda,4,Pyzdry
3030045,3004042,Pępowo,3,Pyzdry
3030045,3023062,Słupca,6,Pyzdry
3030045,3030012,Kołaczkowo,3,Pyzdry
3030045,3030054,Września,5,Pyzdry
3030045,3030055,Września,5,Pyzdry
3030045,3064069,Poznań-Wilda,3,Pyzdry
3030054,0409044,Strzelno,3,Września
3030054,0461011,M. Bydgoszcz,4,Września
3030054,3003011,Gniezno,4,Września
3030054,3003032,Gniezno,5,Września
3030054,3021042,Czerwonak,3,Września
3030054,3021095,Kórnik,6,Września
3030054,3021104,Mosina,4,Września
3030054,3021165,Swarzędz,4,Września
3030054,3023072,Strzałkowo,4,Września
3030054,3025012,Dominowo,3,Września
3030054,3025022,Krzykosy,4,Września
3030054,3025044,Środa Wielkopolska,4,Września
3030054,3030012,Kołaczkowo,10,Września
3030054,3030025,Miłosław,3,Września
3030054,3030034,Nekla,3,Września
3030054,3030035,Nekla,10,Września
3030054,3030055,Września,217,Września
3030054,3064029,Poznań-Grunwald,3,Września
3030054,3064039,Poznań-Jeżyce,4,Września
3030054,3064049,Poznań-Nowe Miasto,10,Września
3030054,3064059,Poznań-Stare Miasto,11,Września
3030054,3064069,Poznań-Wilda,3,Września
3030055,3003011,Gniezno,3,Września
3030055,3003082,Niechanowo,3,Września
3030055,3021085,Kostrzyn,3,Września
3030055,3025012,Dominowo,8,Września
3030055,3030012,Kołaczkowo,13,Września
3030055,3030025,Miłosław,3,Września
3030055,3030035,Nekla,11,Września
3030055,3030045,Pyzdry,4,Września
3030055,3030054,Września,88,Września
3031011,0461011,M. Bydgoszcz,7,Złotów
3031011,1601011,Brzeg,3,Złotów
3031011,2261011,M. Gdańsk,4,Złotów
3031011,3019011,Piła,9,Złotów
3031011,3021132,Rokietnica,6,Złotów
3031011,3031034,Krajenka,3,Złotów
3031011,3031035,Krajenka,7,Złotów
3031011,3031042,Lipka,6,Złotów
3031011,3031062,Tarnówka,7,Złotów
3031011,3031072,Zakrzewo,16,Złotów
3031011,3031082,Złotów,73,Złotów
3031011,3064029,Poznań-Grunwald,5,Złotów
3031011,3064039,Poznań-Jeżyce,3,Złotów
3031011,3064049,Poznań-Nowe Miasto,5,Złotów
3031011,3064059,Poznań-Stare Miasto,3,Złotów
3031011,3208011,Kołobrzeg,4,Złotów
3031024,3019011,Piła,6,Jastrowie
3031024,3021165,Swarzędz,3,Jastrowie
3031024,3031025,Jastrowie,3,Jastrowie
3031024,3031054,Okonek,5,Jastrowie
3031024,3031055,Okonek,6,Jastrowie
3031024,3031082,Złotów,7,Jastrowie
3031024,3064049,Poznań-Nowe Miasto,3,Jastrowie
3031024,3261011,M. Koszalin,4,Jastrowie
3031025,3031024,Jastrowie,8,Jastrowie
3031025,3031055,Okonek,6,Jastrowie
3031025,3031082,Złotów,4,Jastrowie
3031025,3064029,Poznań-Grunwald,3,Jastrowie
3031025,3217011,Wałcz,6,Jastrowie
3031025,3217052,Wałcz,3,Jastrowie
3031034,3019011,Piła,5,Krajenka
3031034,3031011,Złotów,13,Krajenka
3031034,3031035,Krajenka,11,Krajenka
3031034,3031082,Złotów,9,Krajenka
3031035,0462011,M. Grudziądz,3,Krajenka
3031035,3019011,Piła,6,Krajenka
3031035,3021052,Dopiewo,3,Krajenka
3031035,3031011,Złotów,4,Krajenka
3031035,3031034,Krajenka,6,Krajenka
3031035,3031082,Złotów,3,Krajenka
3031042,2202032,Chojnice,4,Lipka
3031042,2203044,Debrzno,9,Lipka
3031042,3021152,Suchy Las,3,Lipka
3031042,3031011,Złotów,12,Lipka
3031042,3031062,Tarnówka,3,Lipka
3031042,3031072,Zakrzewo,6,Lipka
3031042,3031082,Złotów,4,Lipka
3031054,2815011,Ostróda,3,Okonek
3031054,3031024,Jastrowie,5,Okonek
3031054,3031055,Okonek,17,Okonek
3031054,3031062,Tarnówka,5,Okonek
3031054,3031072,Zakrzewo,3,Okonek
3031054,3215011,Szczecinek,13,Okonek
3031055,2262011,M. Gdynia,3,Okonek
3031055,3019075,Ujście,3,Okonek
3031055,3031011,Złotów,3,Okonek
3031055,3031024,Jastrowie,5,Okonek
3031055,3031054,Okonek,11,Okonek
3031055,3031082,Złotów,3,Okonek
3031055,3215011,Szczecinek,9,Okonek
3031062,3019011,Piła,3,Tarnówka
3031062,3019034,Kaczory,5,Tarnówka
3031062,3031011,Złotów,9,Tarnówka
3031062,3031024,Jastrowie,3,Tarnówka
3031062,3031034,Krajenka,4,Tarnówka
3031062,3031035,Krajenka,4,Tarnówka
3031062,3031082,Złotów,8,Tarnówka
3031072,3031011,Złotów,12,Zakrzewo
3031072,3031042,Lipka,6,Zakrzewo
3031072,3031082,Złotów,15,Zakrzewo
3031082,0805054,Słubice,4,Złotów
3031082,2203044,Debrzno,4,Złotów
3031082,3019011,Piła,6,Złotów
3031082,3019045,Łobżenica,3,Złotów
3031082,3019085,Wyrzysk,3,Złotów
3031082,3031011,Złotów,44,Złotów
3031082,3031024,Jastrowie,3,Złotów
3031082,3031034,Krajenka,6,Złotów
3031082,3031042,Lipka,5,Złotów
3031082,3031062,Tarnówka,7,Złotów
3031082,3031072,Zakrzewo,12,Złotów
3031082,3207024,Golczewo,3,Złotów
3031082,3262011,M. Szczecin,5,Złotów
3061011,0203042,Kotla,3,M. Kalisz
3061011,0211011,Lubin,3,M. Kalisz
3061011,0223012,Czernica,3,M. Kalisz
3061011,0223022,Długołęka,3,M. Kalisz
3061011,0223075,Sobótka,3,M. Kalisz
3061011,0261011,M. Jelenia Góra,3,M. Kalisz
3061011,0264029,Wrocław-Fabryczna,25,M. Kalisz
3061011,0264039,Wrocław-Krzyki,19,M. Kalisz
3061011,0264049,Wrocław-Psie Pole,15,M. Kalisz
3061011,0264059,Wrocław-Stare Miasto,3,M. Kalisz
3061011,0419035,Janowiec Wielkopolski,4,M. Kalisz
3061011,1003012,Buczek,6,M. Kalisz
3061011,1014025,Błaszki,5,M. Kalisz
3061011,1018012,Bolesławiec,3,M. Kalisz
3061011,1018052,Łubnice,4,M. Kalisz
3061011,1061029,Łódź-Bałuty,6,M. Kalisz
3061011,1061039,Łódź-Górna,5,M. Kalisz
3061011,1061049,Łódź-Polesie,5,M. Kalisz
3061011,1061069,Łódź-Widzew,5,M. Kalisz
3061011,1261011,M. Kraków,7,M. Kalisz
3061011,1429042,Jabłonna Lacka,3,M. Kalisz
3061011,1465028,Bemowo,5,M. Kalisz
3061011,1465038,Białołęka,3,M. Kalisz
3061011,1465058,Mokotów,20,M. Kalisz
3061011,1603042,Pawłowiczki,3,M. Kalisz
3061011,1661011,M. Opole,4,M. Kalisz
3061011,1815035,Ropczyce,3,M. Kalisz
3061011,2261011,M. Gdańsk,4,M. Kalisz
3061011,2262011,M. Gdynia,3,M. Kalisz
3061011,2263011,M. Słupsk,4,M. Kalisz
3061011,3007012,Blizanów,34,M. Kalisz
3061011,3007022,Brzeziny,9,M. Kalisz
3061011,3007032,Ceków-Kolonia,17,M. Kalisz
3061011,3007042,Godziesze Wielkie,71,M. Kalisz
3061011,3007055,Koźminek,15,M. Kalisz
3061011,3007062,Lisków,4,M. Kalisz
3061011,3007072,Mycielin,10,M. Kalisz
3061011,3007084,Opatówek,7,M. Kalisz
3061011,3007085,Opatówek,20,M. Kalisz
3061011,3007102,Szczytniki,14,M. Kalisz
3061011,3007112,Żelazków,54,M. Kalisz
3061011,3012044,Krotoszyn,3,M. Kalisz
3061011,3017011,Ostrów Wielkopolski,31,M. Kalisz
3061011,3017024,Nowe Skalmierzyce,4,M. Kalisz
3061011,3017025,Nowe Skalmierzyce,65,M. Kalisz
3061011,3017052,Przygodzice,4,M. Kalisz
3061011,3017072,Sieroszewice,11,M. Kalisz
3061011,3018035,Grabów nad Prosną,8,M. Kalisz
3061011,3020014,Chocz,3,M. Kalisz
3061011,3020015,Chocz,14,M. Kalisz
3061011,3020052,Gołuchów,51,M. Kalisz
3061011,3020064,Pleszew,10,M. Kalisz
3061011,3020065,Pleszew,11,M. Kalisz
3061011,3021042,Czerwonak,3,M. Kalisz
3061011,3021095,Kórnik,6,M. Kalisz
3061011,3021165,Swarzędz,10,M. Kalisz
3061011,3027034,Dobra,3,M. Kalisz
3061011,3027035,Dobra,3,M. Kalisz
3061011,3064029,Poznań-Grunwald,14,M. Kalisz
3061011,3064039,Poznań-Jeżyce,6,M. Kalisz
3061011,3064049,Poznań-Nowe Miasto,9,M. Kalisz
3061011,3064059,Poznań-Stare Miasto,23,M. Kalisz
3061011,3064069,Poznań-Wilda,6,M. Kalisz
3062011,0211011,Lubin,3,M. Konin
3062011,0264039,Wrocław-Krzyki,5,M. Konin
3062011,0264049,Wrocław-Psie Pole,4,M. Konin
3062011,0461011,M. Bydgoszcz,3,M. Konin
3062011,0463011,M. Toruń,5,M. Konin
3062011,0663011,M. Lublin,3,M. Konin
3062011,0862011,M. Zielona Góra,4,M. Konin
